#
#
# US Geological Survey
# retrieved: 2017-04-10 14:20:05 EDT
# URL: https://nwis.waterdata.usgs.gov/nwis/inventory
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_acy_cd    -- Latitude-longitude accuracy
#  dec_coord_datum_cd -- Decimal Latitude-longitude datum
#
#
# query started 2017-04-10 14:20:05 EDT
#
# there are 1549 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd
USGS	05464259	Tile Drain at Rock Creek near La Porte City, IA	42.29693600	-92.14823780	S	NAD83
USGS	05464260	Rock Creek near La Porte City, IA	42.29749155	-92.14823780	M	NAD83
USGS	05464300	Spring Creek near La Porte City, IA	42.34110177	-92.09434690	F	NAD83
USGS	05464302	Cedar River near Brandon, IA	42.29304740	-92.05962460	F	NAD83
USGS	05464303	Lime Creek at Brandon, IA	42.30915827	-92.00712300	F	NAD83
USGS	05464305	Bear Creek near Vinton, IA	42.24582650	-92.01712440	F	NAD83
USGS	05464310	Pratt Creek near Garrison, IA	42.18138240	-92.18629500	F	NAD83
USGS	05464312	Pratt Creek near Vinton, IA	42.21804916	-92.06601450	F	NAD83
USGS	05464314	Hinkle Creek at Vinton, IA	42.16777275	-92.03184750	F	NAD83
USGS	05464315	Cedar River at Vinton, IA	42.17082830	-92.02379170	F	NAD83
USGS	0546431550	Prairie Creek at Vinton, IA	42.18499479	-92.00156900	F	NAD83
USGS	05464316	Mud Creek at Vinton, IA	42.15471770	-92.00545810	F	NAD83
USGS	05464317	Cedar River near Center Point, IA	42.18916056	-91.88156740	F	NAD83
USGS	0546431750	Cedar River at County Hwy W26 near Urbana, IA	42.18674389	-91.87226170	H	NAD83
USGS	05464318	East Blue Creek at Center Point, IA	42.21221480	-91.78934340	F	NAD83
USGS	05464320	East Blue Creek near Center Point, IA	42.19471545	-91.80795520	F	NAD83
USGS	05464322	Blue Creek near Center Point, IA	42.18666025	-91.82490000	M	NAD83
USGS	05464325	Cedar River near Shellsburg, IA	42.16082756	-91.80934490	F	NAD83
USGS	05464350	Bear Creek at Shellsburg, IA	42.09416320	-91.88823570	T	NAD83
USGS	05464400	Bear Creek near Palo, IA	42.08194090	-91.79462450	F	NAD83
USGS	05464420	Cedar River at Blairs Ferry Road at Palo, IA	42.06916346	-91.78518030	F	NAD83
USGS	05464450	Cedar River near Palo, IA	42.04999730	-91.77518080	F	NAD83
USGS	05464452	West Otter Creek at Alice, IA	42.19999300	-91.70017440	M	NAD83
USGS	05464454	West Otter Creek near Lafayette, IA	42.14999440	-91.71684340	M	NAD83
USGS	05464455	West Otter Creek at Highway 150 near Midway, IA	42.12777290	-91.71684400	M	NAD83
USGS	05464456	East Otter Creek near Lafayette, IA	42.14999480	-91.66684160	M	NAD83
USGS	05464457	East Otter Creek at Highway 150 at Midway, IA	42.11249570	-91.69934400	F	NAD83
USGS	05464458	Otter Creek at Toddville, IA	42.10610690	-91.71628920	F	NAD83
USGS	05464460	Otter Creek near Cedar Rapids, IA	42.07138568	-91.72573500	F	NAD83
USGS	05464462	Otter Creek near Morris, IA	42.06583016	-91.74156900	F	NAD83
USGS	05464470	Unnamed Creek at 42nd Street at Cedar Rapids, IA	42.01672057	-91.73912590	S	NAD83
USGS	05464474	Morgan Creek near Cedar Rapids, IA	41.97877760	-91.77909820	5	NAD83
USGS	05464475	Morgan Creek near Covington, IA	41.98941597	-91.75959850	1	NAD83
USGS	05464476	Morgan Creek at Highway 94 near Cedar Rapids, IA	41.99522120	-91.75612650	5	NAD83
USGS	05464480	Cedar River at Edgewood Road at Cedar Rapids, IA	42.01166550	-91.70490300	S	NAD83
USGS	05464490	McCloud Run at Cedar Rapids, IA	41.99972180	-91.66656920	F	NAD83
USGS	05464500	Cedar River at Cedar Rapids, IA	41.97194549	-91.66712390	S	NAD83
USGS	05464535	Prairie Creek Tributary near Van Horne, IA	41.99249820	-92.08518260	F	NAD83
USGS	05464550	Prairie Creek near Blairstown, IA	41.93499890	-92.13101620	F	NAD83
USGS	05464560	Prairie Creek at Blairstown, IA	41.91166706	-92.08434870	F	NAD83
USGS	05464562	Thunder Creek at Blairstown, IA	41.90333395	-92.08434860	F	NAD83
USGS	05464580	Prairie Creek downstream of Blairstown, IA	41.90583460	-92.04518140	F	NAD83
USGS	05464600	Prairie Creek at Norway, IA	41.89305850	-91.92879120	F	NAD83
USGS	05464640	Prairie Creek at Fairfax, IA	41.92278030	-91.78406890	F	NAD83
USGS	05464645	Prairie Cr at Beverly Station at Cedar Rapids, IA	41.93047490	-91.71576270	5	NAD83
USGS	05464650	Prairie Creek at Cedar Rapids, IA	41.93028090	-91.67628960	F	NAD83
USGS	05464670	Cedar River below Cedar Rapids, IA	41.86139620	-91.62906450	H	NAD83
USGS	05464680	Bena Brook at Sac-Fox Trail Footbridge at CR, IA	41.96541887	-91.59051090	S	NAD83
USGS	05464681	Bena Brook at Wetland Inlet at Cedar Rapids, IA	41.96425227	-91.58984420	S	NAD83
USGS	05464682	Bena Brook at Wetland Outlet at Cedar Rapids, IA	41.96300230	-91.59028860	S	NAD83
USGS	05464684	Indian Creek near Marion, IA	42.05947060	-91.58875930	5	NAD83
USGS	05464685	Dry Creek near Alburnett, IA	42.11635736	-91.61917450	5	NAD83
USGS	05464690	Dry Creek near Marion, IA	42.03985968	-91.63870590	5	NAD83
USGS	05464695	Indian Creek at Marion, IA	42.03094444	-91.61186110	1	NAD83
USGS	05464700	Indian Creek at Cedar Rapids, IA	41.99500030	-91.61767900	F	NAD83
USGS	05464720	Indian Creek below Cedar Rapids, IA	41.98758445	-91.57892790	5	NAD83
USGS	05464730	Cedar River below Indian Creek at Cedar Rapids, IA	41.96300000	-91.57708330	1	NAD83
USGS	05464750	Big Creek at Bertram, IA	41.95639227	-91.52656480	F	NAD83
USGS	05464751	Big Creek at Mt Vernon Road near Bertram, IA	41.97500000	-91.51861110	H	NAD83
USGS	05464760	Cedar River near Bertram, IA	41.93389327	-91.54850920	H	NAD83
USGS	05464765	Cedar River at Highway 30 near Bertram, IA	41.92606030	-91.55103680	T	NAD83
USGS	05464770	Unnamed Trib to Cedar River at P-K State Park(u/s)	41.90742290	-91.51259109	S	NAD83
USGS	05464771	Unnamed Trib to Cedar River at P-K State Park(d/s)	41.90231220	-91.50484080	S	NAD83
USGS	05464780	Cedar River at Cedar Bluff, IA	41.78722220	-91.31375000	S	NAD83
USGS	05464800	Rock Creek at Rochester, IA	41.67780046	-91.16460180	F	NAD83
USGS	05464805	Cedar River at Rochester, IA	41.66966185	-91.15604580	5	NAD83
USGS	05464810	Cedar River at I-80 near Rochester, IA	41.64544040	-91.13346130	5	NAD83
USGS	05464850	Sugar Creek near Bennett, IA	41.69891305	-91.04543130	F	NAD83
USGS	05464880	Otter Creek at Wilton, IA	41.60474810	-91.03570760	F	NAD83
USGS	05464900	Mud Creek near Wilton, IA	41.57919298	-91.03820730	F	NAD83
USGS	05464920	Sugar Creek near Moscow, IA	41.56669270	-91.06931920	F	NAD83
USGS	05464925	Little Mosquito Creek near Moscow, IA	41.53305556	-91.08361110	5	NAD83
USGS	05464935	Cedar River near Nichols, IA	41.45891465	-91.21126570	F	NAD83
USGS	05464939	Wapsinonoc Creek at Highway 6 at West Liberty, IA	41.56946780	-91.25099130	F	NAD83
USGS	05464940	Wapsinonoc Creek at Highway 76 at West Liberty, IA	41.55724575	-91.25543560	F	NAD83
USGS	0546494140	WB Wapsinonoc Cr abv Baker Ave at West Branch, IA	41.69038889	-91.35044440	1	NAD83
USGS	0546494150	Unnamed Trb to WB Wapsinonoc Cr at West Branch, IA	41.69058330	-91.35019440	1	NAD83
USGS	0546494170	WB Wapsinonoc Cr at College St at West Branch, IA	41.67358330	-91.34369440	1	NAD83
USGS	0546494195	Hoover Creek South of Main St at West Branch, IA	41.67122220	-91.35491670	1	NAD83
USGS	0546494197	Unnamed Trb to Hoover Creek at West Branch, IA	41.67027778	-91.35361110	S	NAD83
USGS	0546494198	Hoover Creek at Hoover Prairie at West Branch, IA	41.67016667	-91.35272220	1	NAD83
USGS	05464942	Hoover Cr at Hoover Nat Hist Site, West Branch, IA	41.66958330	-91.35063890	H	NAD83
USGS	0546494202	Hoover Cr nr Hoover Pres Museum at West Branch, IA	41.66952778	-91.34802780	1	NAD83
USGS	0546494203	Hoover Cr at N Downey St Bridge at West Branch, IA	41.67000000	-91.34647220	1	NAD83
USGS	0546494204	Hoover Cr at Parkside Dr Bridge at West Branch, IA	41.67002778	-91.34544440	1	NAD83
USGS	0546494205	Hoover Creek near 2nd Street at West Branch, IA	41.67005556	-91.34452780	1	NAD83
USGS	0546494210	Hoover Creek at 2nd St Bridge at West Branch, IA	41.67002778	-91.34411110	1	NAD83
USGS	0546494215	WB Wapsinonoc Cr at Beranek Pk at West Branch, IA	41.66980556	-91.34216670	1	NAD83
USGS	05464948	West Br Wapsinonoc Cr at Hwy 6 at West Liberty, IA	41.58252230	-91.29738180	F	NAD83
USGS	05464950	West Branch Wapsinonoc Creek at West Liberty, IA	41.56780070	-91.27738090	F	NAD83
USGS	05464960	Goshen Ditch near West Liberty, IA	41.53196850	-91.25182390	F	NAD83
USGS	05464980	Wapsinonoc Creek near Nichols, IA	41.48141338	-91.27599010	F	NAD83
USGS	05465000	Cedar River near Conesville, IA	41.40919179	-91.29043350	S	NAD83
USGS	05465095	Iowa River abv Cedar Riv at Columbus Junction, IA	41.29196958	-91.35987780	F	NAD83
USGS	05465100	Iowa River at Columbus Junction, IA	41.27835889	-91.34682160	F	NAD83
USGS	05465150	North Fork Long Creek at Ainsworth, IA	41.28085468	-91.53793880	F	NAD83
USGS	05465175	South Fork Long Creek near Washington, IA	41.29474120	-91.62099770	F	NAD83
USGS	05465177	West Br South Fork Long Creek near Washington, IA	41.29168555	-91.62516450	F	NAD83
USGS	05465180	South Fork Long Creek near Ainsworth, IA	41.26974364	-91.53793860	F	NAD83
USGS	05465200	Long Creek near Ainsworth, IA	41.26668879	-91.51377100	F	NAD83
USGS	05465300	Long Creek near Wapello, IA	41.19225090	-91.28376340	F	NAD83
USGS	05465310	Long Creek near Columbus Junction, IA	41.22669460	-91.27570770	F	NAD83
USGS	05465500	Iowa River at Wapello, IA	41.17808610	-91.18209390	F	NAD83
USGS	05465600	Otter Creek near Wapello, IA	41.12225448	-91.15014830	F	NAD83
USGS	05465700	Iowa River at Oakville, IA	41.10319444	-91.06352780	1	NAD83
USGS	05467050	Mississippi River at Keithsburg, IL	41.08320165	-90.95742100	5	NAD83
USGS	05469350	Haight Creek at Kingston, IA	40.97059209	-91.04181110	F	NAD83
USGS	05469650	Des Moines Co Drainage Ditch at Burlington, IA	40.85170500	-91.09125620	F	NAD83
USGS	05469670	Dry Branch at Highway 99 at Burlington, IA	40.85864926	-91.10625669	F	NAD83
USGS	05469680	Dry Branch at Tama Road at Burlington, IA	40.84948280	-91.09958980	F	NAD83
USGS	05469700	Flint Creek near Burlington, IA	40.86670414	-91.20098170	F	NAD83
USGS	05469710	Flint Creek at Highway 99 at Burlington, IA	40.83614960	-91.12014580	F	NAD83
USGS	05469720	Mississippi River at Burlington, IA	40.82281660	-91.09792290	F	NAD83
USGS	05469800	South Skunk River near Ellsworth, IA	42.31053738	-93.58965849	F	NAD83
USGS	05469850	Mud Lake Drainage Ditch 71 near Jewell, IA	42.32498040	-93.65104940	F	NAD83
USGS	05469860	Mud Lake Drainage Ditch 71 at Jewell, IA	42.31442529	-93.63993800	F	NAD83
USGS	05469950	South Skunk River at Randall, IA	42.23831675	-93.58577040	F	NAD83
USGS	05469970	Long Dick Creek near Ellsworth, IA	42.31026057	-93.53521210	F	NAD83
USGS	05469975	Long Dick Creek near Randall, IA	42.20998496	-93.51604590	F	NAD83
USGS	05469980	South Skunk River near Story City, IA	42.13720730	-93.56743730	F	NAD83
USGS	05469990	Keigley Branch near Story City, IA	42.15026194	-93.62049470	F	NAD83
USGS	05469992	Keigley Branch near Gilbert, IA	42.10665210	-93.57493790	M	NAD83
USGS	05469995	South Skunk River above Ames, IA	42.09081885	-93.58549390	F	NAD83
USGS	05470000	South Skunk River near Ames, IA	42.06651320	-93.62013430	5	NAD83
USGS	05470190	South Skunk River East of Ames, IA	42.02276415	-93.59605050	F	NAD83
USGS	05470200	Squaw Creek near Stanhope, IA	42.20942499	-93.78550020	F	NAD83
USGS	05470500	Squaw Creek at Ames, IA	42.02304157	-93.63049620	S	NAD83
USGS	05470600	Worrell Creek at Ames, IA	42.00831949	-93.63938560	F	NAD83
USGS	05470800	Squaw Creek South of Ames, IA	42.01359747	-93.61049560	F	NAD83
USGS	05471000	South Skunk River below Squaw Creek near Ames, IA	42.00665328	-93.59549500	F	NAD83
USGS	05471004	South Skunk River Southeast of Ames, IA	41.98665350	-93.58716150	F	NAD83
USGS	05471006	South Skunk River near Shipley, IA	41.97304250	-93.57938340	F	NAD83
USGS	05471007	Drainage Ditch 13 near Ames, IA	42.00109805	-93.57049420	F	NAD83
USGS	05471008	South Skunk River near Cambridge, IA	41.95054285	-93.55104900	F	NAD83
USGS	05471009	Walnut Creek at 510th Avenue at Ames, IA	41.97575000	-93.68130560	1	NAD83
USGS	05471010	South Branch Ditch of Walnut Creek at Kelley, IA	41.96498616	-93.67938720	F	NAD83
USGS	0547101001	Tile Line at S Branch of Walnut Cr at Kelley, IA	41.96498616	-93.67938720	F	NAD83
USGS	05471012	Walnut Creek at Kelley, IA	41.95443100	-93.63910790	F	NAD83
USGS	05471013	Walnut Creek near Kelley, IA	41.95359780	-93.62466290	F	NAD83
USGS	0547101350	Walnut Creek Tributary near Kelley, IA	41.94693130	-93.60521780	F	NAD83
USGS	05471014	Walnut Creek near Cambridge, IA	41.93804275	-93.57049430	F	NAD83
USGS	05471020	South Skunk River at Cambridge, IA	41.89220990	-93.51632560	F	NAD83
USGS	05471032	Wetland Inlet Drainage Ditch 52 near Farrar, IA S1	41.77686110	-93.39588890	1	NAD83
USGS	05471040	Squaw Creek near Colfax, IA	41.65915557	-93.27076160	F	NAD83
USGS	05471050	South Skunk River at Colfax, IA	41.68137760	-93.24659390	S	NAD83
USGS	05471090	Unnamed Trib to East Br Indian Cr near Zearing, IA	42.10661110	-93.35080560	1	NAD83
USGS	05471100	East Branch Indian Creek near Nevada, IA	42.03443176	-93.37409800	F	NAD83
USGS	05471110	Dye Creek near Colo, IA	42.00832095	-93.34965290	F	NAD83
USGS	05471120	East Branch Indian Creek near Iowa Center, IA	41.95220997	-93.40604380	F	NAD83
USGS	05471130	West Branch Indian Creek at Nevada, IA	41.99359877	-93.44854530	F	NAD83
USGS	05471140	Drainage Ditch 5 near Nevada, IA	42.01276505	-93.52132560	F	NAD83
USGS	05471150	West Branch Indian Creek near Iowa Center, IA	41.93165440	-93.43993390	F	NAD83
USGS	05471180	Indian Creek near Iowa Center, IA	41.91387669	-93.41521080	F	NAD83
USGS	05471200	Indian Creek near Mingo, IA	41.80526578	-93.30937350	S	NAD83
USGS	05471250	Indian Creek at Mingo, IA	41.77637690	-93.27798340	F	NAD83
USGS	05471350	Clear Creek near Mingo, IA	41.77665470	-93.26687190	F	NAD83
USGS	05471370	Indian Creek near Colfax, IA	41.71721106	-93.20742550	F	NAD83
USGS	05471380	South Skunk River near Newton, IA	41.62304676	-93.09242250	F	NAD83
USGS	05471390	South Skunk River at Reasnor, IA	41.57443699	-93.03797679	F	NAD83
USGS	05471400	Elk Creek near Taintor, IA	41.49055265	-92.85380650	F	NAD83
USGS	05471500	South Skunk River near Oskaloosa, IA	41.35569870	-92.65735889	S	NAD83
USGS	05472010	South Skunk River blw Lake Keomah nr Oskaloosa, IA	41.31111958	-92.51352200	F	NAD83
USGS	05472030	South Skunk River near Martinsburg, IA	41.23556870	-92.21407020	F	NAD83
USGS	05472040	South Skunk River near Ollie, IA	41.24168020	-92.06378860	F	NAD83
USGS	05472090	North Skunk River near Baxter, IA	41.82026716	-93.06158750	F	NAD83
USGS	0547209280	Snipe Creek Tributary at Melbourne, IA	41.93554396	-93.08575630	F	NAD83
USGS	05472100	North Skunk River near Newton, IA	41.79054540	-93.02936380	F	NAD83
USGS	05472200	North Skunk River near Kellogg, IA	41.68832655	-92.85936000	F	NAD83
USGS	05472290	Sugar Creek near Searsboro, IA	41.57388625	-92.73908080	F	NAD83
USGS	05472300	North Skunk River near Searsboro, IA	41.52805475	-92.69519120	F	NAD83
USGS	05472330	Buck Creek near New Sharon, IA	41.48053014	-92.59016140	1	NAD83
USGS	05472350	North Skunk River near New Sharon, IA	41.45778110	-92.57213340	F	NAD83
USGS	05472370	Moon Creek near Barnes City, IA	41.50916946	-92.52768740	F	NAD83
USGS	05472390	Middle Creek near Lacey, IA	41.42139160	-92.65130240	F	NAD83
USGS	05472400	Middle Creek near Rose Hill, IA	41.34611920	-92.47379860	F	NAD83
USGS	05472445	Rock Creek at Sigourney, IA	41.33667770	-92.22240370	F	NAD83
USGS	05472450	Cedar Creek near Sigourney, IA	41.31167820	-92.22629270	F	NAD83
USGS	05472500	North Skunk River near Sigourney, IA	41.30084520	-92.20462550	F	NAD83
USGS	05472540	Skunk River near Rubio, IA	41.25084710	-91.97073080	F	NAD83
USGS	05472555	Skunk River Tributary near Richland, IA	41.26390256	-91.96461950	F	NAD83
USGS	05472700	Skunk River near Brighton, IA	41.19501670	-91.80739250	F	NAD83
USGS	05473000	Skunk River at Coppock, IA	41.16055556	-91.71794440	1	NAD83
USGS	05473020	East Fork Crooked Creek near Winfield, IA	41.14641575	-91.43515699	F	NAD83
USGS	05473050	Crooked Creek near Coppock, IA	41.19168540	-91.69961120	F	NAD83
USGS	05473060	Crooked Creek at Coppock, IA	41.15863068	-91.70850020	F	NAD83
USGS	05473065	Skunk River at Merrimac, IA	41.08794444	-91.72036110	1	NAD83
USGS	05473100	Walnut Creek at Germanville, IA	41.09446470	-91.77322410	F	NAD83
USGS	05473200	Cedar Creek near Highland Center, IA	41.10834708	-92.36629570	F	NAD83
USGS	05473250	Competine Creek below Forks near Batavia, IA	41.02612880	-92.12517750	M	NAD83
USGS	05473300	Cedar Creek near Batavia, IA	41.00946258	-92.11851050	F	NAD83
USGS	05473320	Cedar Creek near Fairfield, IA	40.94474429	-91.95156120	F	NAD83
USGS	05473330	Skunk River near Rome, IA	40.98863735	-91.65738630	F	NAD83
USGS	05473340	Wolf Creek near Rome, IA	40.96224787	-91.71433230	1	NAD83
USGS	05473350	Little Cedar Creek near Salem, IA	40.85725140	-91.68794150	F	NAD83
USGS	05473400	Cedar Creek near Oakland Mills, IA	40.92530537	-91.67421950	S	NAD83
USGS	05473420	Skunk River at Oakland Mills, IA	40.93613960	-91.61877330	F	NAD83
USGS	05473430	Skunk River near Mount Pleasant, IA	40.89753090	-91.55460390	F	NAD83
USGS	05473450	Big Creek North of Mount Pleasant, IA	41.00697270	-91.55154970	F	NAD83
USGS	05473500	Big Creek near Mount Pleasant, IA	41.01586060	-91.58043950	S	NAD83
USGS	05473520	Big Creek below Mount Pleasant, IA	40.91975286	-91.54210380	F	NAD83
USGS	05473530	Big Creek near New London, IA	40.88780990	-91.50765760	F	NAD83
USGS	05473550	Big Creek near Lowell, IA	40.86058880	-91.48043420	F	NAD83
USGS	05474000	Skunk River at Augusta, IA	40.75365038	-91.27709420	S	NAD83
USGS	05474190	Devils Creek near Viele, IA	40.61670680	-91.41682030	F	NAD83
USGS	05474195	West Branch Trib to Suger Creek at La Crew, IA	40.72888889	-91.56583330	5	NAD83
USGS	05474200	Sugar Creek near Franklin, IA	40.66503817	-91.47765520	F	NAD83
USGS	05474300	Sugar Creek near Viele, IA	40.61087338	-91.44015430	F	NAD83
USGS	05474500	Mississippi River at Keokuk, IA	40.39365535	-91.37431800	F	NAD83
USGS	05476400	Des Moines River near Huntington, IA	43.45943070	-94.86632130	5	NAD83
USGS	05476500	Des Moines River at Estherville, IA	43.39745897	-94.84415330	F	NAD83
USGS	05476515	Des Moines River Tributary near Wallingford, IA	43.32968150	-94.79692890	F	NAD83
USGS	05476550	Jack Creek near Ringsted, IA	43.26662730	-94.63359050	F	NAD83
USGS	05476590	Des Moines River at Emmetsburg, IA	43.12607549	-94.70609190	F	NAD83
USGS	05476595	Des Moines River at Co Bridge near Emmetsburg, IA	43.11152037	-94.71403650	5	NAD83
USGS	05476600	Silver Creek near Emmettsburg, IA	43.09996518	-94.71692540	F	NAD83
USGS	05476620	Des Moines River at Highway 4 near Emmetsburg, IA	43.06610535	-94.67886870	5	NAD83
USGS	05476630	Des Moines River near Rodman, IA	42.98058040	-94.52605900	5	NAD83
USGS	05476650	Cylinder Creek near Rodman, IA	43.03330120	-94.56692130	F	NAD83
USGS	05476680	Prairie Creek near Whittemore, IA	43.05361110	-94.47416670	F	NAD83
USGS	05476700	Prairie Creek near West Bend, IA	42.92235070	-94.45535920	F	NAD83
USGS	05476705	Des Moines River near Ottosen, IA	42.89152616	-94.44277810	5	NAD83
USGS	05476720	Beaver Creek near Rolfe, IA	42.82631350	-94.47229900	F	NAD83
USGS	05476735	Pilot Creek at County Hwy P15 near Rolfe, IA	42.80552770	-94.46247350	F	NAD83
USGS	05476740	Pilot Creek near Rolfe, IA	42.80830536	-94.44747290	F	NAD83
USGS	05476750	Des Moines River at Humboldt, IA	42.71941580	-94.22051820	S	NAD83
USGS	05477600	East Fork Des Moines River near Dolliver, IA	43.46662359	-94.58358950	F	NAD83
USGS	05477620	East Fork Des Moines River SE of Dolliver, IA	43.43004106	-94.55208850	5	NAD83
USGS	05477680	East Fork Des Moines River near Armstrong, IA	43.38920875	-94.48247500	5	NAD83
USGS	05477700	East Fork Des Moines River near Swea City, IA	43.31662710	-94.41691670	F	NAD83
USGS	05477750	East Fork Des Moines River near Seneca, IA	43.29809970	-94.32410710	5	NAD83
USGS	05477800	Mud Creek at Bancroft, IA	43.29996059	-94.20024070	F	NAD83
USGS	05478000	East Fork Des Moines River near Burt, IA	43.21107380	-94.17796150	S	NAD83
USGS	05478050	Buffalo Creek near Titonka, IA	43.23329465	-93.98356380	F	NAD83
USGS	05478100	North Buffalo Creek near Buffalo Center, IA	43.31662590	-93.96689720	F	NAD83
USGS	05478150	Black Cat Creek near Lone Rock, IA	43.19996330	-94.33357950	F	NAD83
USGS	05478200	Black Cat Creek near Algona, IA	43.13329810	-94.23357480	F	NAD83
USGS	05478265	East Fork Des Moines River near Algona, IA	43.08227778	-94.23086110	1	NAD83
USGS	05478270	East Fork Des Moines Riv at Hwy 169 at Algona, IA	43.07907719	-94.23582470	5	NAD83
USGS	05478280	East Fork Des Moines River at Algona, IA	43.06677200	-94.25101970	5	NAD83
USGS	05478290	East Fork Des Moines Riv at Park Br at Algona, IA	43.05779996	-94.24351930	5	NAD83
USGS	05478310	East Fork Des Moines River near Saint Joseph, IA	42.90802480	-94.21065670	5	NAD83
USGS	05478350	Lotts Creek near West Bend, IA	42.96663577	-94.38358100	F	NAD83
USGS	05478400	Lotts Creek at Livermore, IA	42.86663640	-94.18357200	F	NAD83
USGS	05478500	East Fork Des Moines River near Hardy, IA	42.80274836	-94.13356940	F	NAD83
USGS	05479000	East Fork Des Moines River at Dakota City, IA	42.72358240	-94.19348900	S	NAD83
USGS	05479500	Des Moines River near Fort Dodge, IA	42.51194444	-94.20416670	S	NAD83
USGS	05479600	Lizard Creek near Palmer, IA	42.64997506	-94.50025270	F	NAD83
USGS	05479800	North Bank Lizard Creek near Havelock, IA	42.79997295	-94.66692440	F	NAD83
USGS	05479900	Lizard Creek near Gilmore City, IA	42.63330805	-94.46691790	F	NAD83
USGS	05480000	Lizard Creek near Clare, IA	42.54525030	-94.34663500	S	NAD83
USGS	05480080	Lizard Creek near Fort Dodge, IA	42.52919444	-94.25669440	1	NAD83
USGS	05480100	South Branch Lizard Creek near Palmer, IA	42.58330965	-94.53358670	F	NAD83
USGS	05480300	South Branch Lizard Creek near Fort Dodge, IA	42.49719168	-94.23329700	F	NAD83
USGS	05480500	Des Moines River at Fort Dodge, IA	42.50830276	-94.20357320	F	NAD83
USGS	05480505	Soldier Creek near Thor, IA	42.64469250	-94.04203670	5	NAD83
USGS	05480507	Soldier Creek near Vincent, IA	42.63052576	-94.04039779	5	NAD83
USGS	05480600	Des Moines River below Fort Dodge at Kalo, IA	42.43052667	-94.13273630	F	NAD83
USGS	05480603	Prairie Creek at Otho, IA (S3)	42.41088889	-94.14130560	1	NAD83
USGS	05480610	Brushy Creek near Duncombe, IA	42.47555556	-94.01500000	F	NAD83
USGS	05480620	Brushy Creek near Homer, IA	42.38330590	-93.98356260	F	NAD83
USGS	0548065350	Drainage Ditch 97 Tributary near Britt, IA	43.11162977	-93.90633770	F	NAD83
USGS	05480660	Boone River near Kanawha, IA	42.91663426	-93.88355740	F	NAD83
USGS	05480700	Boone River near Renwick, IA	42.88330180	-93.91689230	F	NAD83
USGS	05480720	Prairie Creek near Luverne, IA	42.94996809	-94.08356820	F	NAD83
USGS	05480760	Prairie Creek near Renwick, IA	42.86663570	-93.98356270	F	NAD83
USGS	05480800	Otter Creek near Goldfield, IA	42.78330390	-93.88355590	F	NAD83
USGS	05480820	Boone River near Goldfield, IA	42.72441667	-93.94669440	1	NAD83
USGS	05480840	Boone River near Eagle Grove, IA	42.66263750	-93.94792060	5	NAD83
USGS	05480845	Drainage Ditch 3 near Eagle Grove, IA	42.64610977	-93.94130920	5	NAD83
USGS	05480860	Eagle Creek near Eagle Grove, IA	42.69997186	-93.81688550	F	NAD83
USGS	05480900	Eagle Creek near Woolstock, IA	42.56663887	-93.85022150	F	NAD83
USGS	05480930	White Fox Creek at Clarion, IA	42.73191657	-93.70743550	F	NAD83
USGS	05480940	White Fox Creek near Woolstock, IA	42.59997350	-93.75021610	F	NAD83
USGS	05480980	White Fox Creek at Webster City, IA	42.49997360	-93.80021960	F	NAD83
USGS	05480986	Lyons Creek near Webster City, IA (L3)	42.49325000	-93.76680560	1	NAD83
USGS	05480993	Brewers Creek Tributary near Webster City, IA	42.44914000	-93.86661220	F	NAD83
USGS	05481000	Boone River near Webster City, IA	42.43247506	-93.80577620	S	NAD83
USGS	05481300	Des Moines River near Stratford, IA	42.25192030	-93.99689750	S	NAD83
USGS	05481500	Des Moines River near Boone, IA	42.07720356	-93.93522920	F	NAD83
USGS	05481510	Bluff Creek at Pilot Mound, IA	42.16636699	-94.01995430	F	NAD83
USGS	05481528	Peas Creek Tributary at Boone, IA	42.03498330	-93.85383760	F	NAD83
USGS	05481530	Peas Creek at Boone, IA	42.03442775	-93.85717100	F	NAD83
USGS	05481560	Des Moines River at Madrid, IA	41.87188889	-93.86594440	S	NAD83
USGS	05481600	Big Creek at Polk City, IA	41.76665420	-93.70022140	U	NAD83
USGS	05481605	Big Creek Pumping Station near Polk City, IA	41.75637650	-93.69911030	U	NAD83
USGS	05481650	Des Moines River near Saylorville, IA	41.68054390	-93.66827550	F	NAD83
USGS	05481680	Beaver Creek at Beaver, IA	42.03442600	-94.14634860	U	NAD83
USGS	05481690	West Beaver Creek at Grand Junction, IA	42.03220379	-94.21079550	U	NAD83
USGS	05481700	Beaver Creek near Beaver, IA	42.03192606	-94.15051540	U	NAD83
USGS	05481800	Beaver Creek near Berkley, IA	41.91665060	-94.10023540	U	NAD83
USGS	05481820	Beaver Creek at Bouton, IA	41.84925000	-94.02827780	1	NAD83
USGS	05481840	Slough Creek near Minburn, IA	41.77693098	-93.97856400	S	NAD83
USGS	05481860	Beaver Creek near Woodward, IA	41.79998630	-93.93911830	F	NAD83
USGS	05481900	Beaver Creek at Granger, IA	41.76082050	-93.85050430	U	NAD83
